"Case.Study.ID","weight","DEM","AvgTemp","AvgMonthlyPrec","ET","HANPP_Total","HANPP_LC","HANPP_NPP","Livestock","PA","Pop_dense","Pop_delta","GDP","HDI","Market_access","Market_density","Market_influence","Malnutrition","hf_score","hf_rank","pf_score","Mammals","HANPP_forest","HANPP_forest_harvest","HANPP_forest_new","HANPP_pasture","HANPP_pasture_harvest","HANPP_cropland","HANPP_cropland_harvest","tropical.broadleaf.evergreen","temperate.broadleaf.evergreen","broadleaf.deciduous","needleleaf.evergreen","needleleaf.deciduous","C3.grass","C3.crop","C3.pasture","C4.grass","C4.crop","C4.pasture","evergreen.shrubs","deciduous.shrubs","urban","lake","bare.soil","Fire_development_stage"
"234a",0.3,371.5,16.74812508,17.5,1531.630088,0.470857391,0.049877374,970.7800176,2697.2385,0,69.12203321,8.854119561,1627.047852,0.428000003,0.03503536,108681.7544,114.2047762,319.75,6.42,109,6.38,67.17137809,0.68812722,0.68812722,0.437613279,0.285857607,0.386797255,0.806279879,0.252300705,0.034858044,0.612412691,1e-06,3.54e-06,1e-06,0.011480288,0.011564478,1e-06,0.092939451,0.179594502,1e-06,0.047161918,1e-06,0,0,0.009980085,"FALSE"
"234b",0.3,418,17.65500069,7,1587.4,0.43988892,0.027877154,922.6264392,219.1591165,0,50.36777687,8.066328049,1627.047852,0.428000003,0.01146284,3761.5292,28.45477593,311.75,6.42,109,6.38,66,0.61133609,0.68812722,0.606643915,0.302753772,0.303227762,0.869776385,0.378804626,0.043480679,0.65680933,1e-06,2.27e-06,1e-06,0.009656979,1e-06,1e-06,0.136715993,0.057688974,1e-06,0.048777804,1e-06,0,0.023679905,0.023182048,"FALSE"
"235a",0.3,1187.25,15.04025006,3.25,1571.399621,0.434710874,0.250585372,812.5303898,2954.757211,0,36.01642967,1.338159062,680.3383179,0.352999985,0.1938761,406257.681,215.2063114,317.625,5.55,144,5.39,104.9792453,0.082527234,0.135245159,0.061534394,0.211589096,0.112253832,0.741144078,0.476597273,0.029658237,0.494604051,1.49e-06,5.25e-06,1e-06,0.002801606,0.015459278,1e-06,0.116637982,0.303148903,1e-06,0.015432772,1e-06,0,0.00750335,0.014743095,"TRUE"
"236a",1.61687987467818,502,6.000249863,81,1031.25,0.208564356,0.06479853,665.4349497,3044.959088,0,5.32325232,0.278527975,23829.53516,0.764663696,0.20214866,7738480.125,5662.080881,0,8.245454545,25.18181818,8.804545455,65,0.085155188,0.11048951,0.181571633,0.279826531,0.160391495,0.583749258,0.33929997,5.24e-05,2.16e-05,0.123593584,0.128820315,0.339801252,0.159941539,0.119472481,0.067319945,0.005289636,0.00402909,0.003805222,0.002946425,0.000744911,0,0,0.044161651,"FALSE"
"237a",0.335668044158335,3244,9.446000099,47,949.5,0.249596486,0.139352283,908.2928918,5556.457526,1,0.045992043,0.004885774,1197.974487,0.47299999,0.10173148,643001.7148,165.6266865,189.5,6.719090909,95.18181818,6.407272727,142,0.369501578,0.383301765,0.063149549,0.114456819,0.098480278,0.742016403,0.188561754,0.023662774,5.94e-06,5.97e-06,1e-06,1e-06,4.87e-05,2.82e-05,6.08e-05,0.289852127,0.187626287,0.143851712,6.24e-05,1e-06,0,0.005240552,0.349551439,"TRUE"
"238a",0.335668044158335,3294,11.38175011,40.5,1108.125,0.400564706,0.279870361,1100.762443,9195.060425,0,45.3527298,10.69613647,773.3516846,0.308999985,0.1234946,534032.124,191.1345592,259.25,6.575454545,103,5.738181818,154.1875,0.519332082,0.699999988,0.03799551,0.116040496,0.10956024,0.593826283,0.277371865,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.102420904,0.45223105,0.016438056,1e-06,1e-06,0,0.025139058,0.40376094,"FALSE"
"239a",0.383032246708284,2366.5,15.93925023,3.5,2094.5,0.398809766,0.257784673,679.6022604,5299.02825,0,85.65593147,9.014074326,652.3522339,0.268987507,0.0302899,135743.166,30.46654015,514.625,5.324545455,144.9090909,5.277272727,67,0.254435535,0.345092475,0.198775306,0.097878806,0.095753031,0.885194348,0.232568053,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.003667554,0.001535566,0.000631209,1e-06,1e-06,0,0,0.994155645,"FALSE"
"239b",0.335668044158335,2980,11.09074974,24,1339.5,0.412843078,0.161462788,784.778232,3972.280876,1,19.69462347,3.150222778,652.3522339,0.268987507,0.00194008,5145.0888,1.864279984,429,5.324545455,144.9090909,5.277272727,91.25,0.343163778,0.345092475,0.109526463,0.089047903,0.089047903,0.496832467,0.122059162,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.444502383,1e-06,8.92e-05,1e-06,1e-06,0,0,0.555397451,"FALSE"
"239c",0.335668044158335,2588.75,15.25243735,45.75,1217.25,0.451110243,0.325939794,1256.583748,9090.674971,0,27.99324441,6.762476385,877.6719666,0.431999989,0.17696076,955964.6459,254.4498529,252.125,6.575454545,103,5.738181818,160,0.277997037,0.383301765,0.085280433,0.124445192,0.119889581,0.760441706,0.267745621,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.102420904,0.45223105,0.016438056,1e-06,1e-06,0,0.025139058,0.40376094,"FALSE"
"239d",0.335668044158335,1746.75,18.82087517,55.75,1324.25,0.401804607,0.285257956,1188.44989,2518.860959,0.5,239.417244,30.10414124,773.3516846,0.308999985,0.072466055,158504.9406,65.00922213,0,6.575454545,103,5.738181818,172.25,0.671390739,0.699999988,0.687440932,0.238391451,0.094278837,0.713903479,0.154462572,0.230943471,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.484185398,0.204109177,1e-06,1e-06,0,0.024400108,0.05635187,"FALSE"
"23a",0.3,7.5,27.83774948,213.5,1558.491667,0.155919242,0.108782883,1172.72426,59.26109614,0,16.51434375,3.473614047,23522.80664,0.531585991,0.007378292,76333.15158,35.27274547,264,6.952727273,80,6.88,92.22939068,0.090920758,0.099392153,0.109009638,0.216400239,0.022449207,0.777883606,0.215043253,0.019663174,0.567549467,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.019709095,0.323830158,0.047310047,1e-06,1e-06,0,0,0.021930052,"TRUE"
"23b",0.3,7.5,27.83774948,213.5,1558.491667,0.155919242,0.108782883,1172.72426,59.26109614,0,16.51434375,3.473614047,23522.80664,0.531585991,0.007378292,76333.15158,35.27274547,264,6.952727273,80,6.88,92.22939068,0.090920758,0.099392153,0.109009638,0.216400239,0.022449207,0.777883606,0.215043253,0.019663174,0.567549467,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.019709095,0.323830158,0.047310047,1e-06,1e-06,0,0,0.021930052,"TRUE"
"23c",0.3,7.5,27.83774948,213.5,1558.491667,0.155919242,0.108782883,1172.72426,59.26109614,0,16.51434375,3.473614047,23522.80664,0.531585991,0.007378292,76333.15158,35.27274547,264,6.952727273,80,6.88,92.22939068,0.090920758,0.099392153,0.109009638,0.216400239,0.022449207,0.777883606,0.215043253,0.019663174,0.567549467,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.019709095,0.323830158,0.047310047,1e-06,1e-06,0,0,0.021930052,"TRUE"
"241a",1.35856178819113,344,-5.603250146,21,1260.4,0.695471941,0.235309598,667.4982605,1935.850418,0,1.450826714,-0.045547624,33226.12891,0.881735682,0.19954184,270030.2736,9197.80876,0,8.51,15,8.85,47,0.099166454,0.124645896,0,0.178396722,0.178396722,0.612939821,1.374966851,0.022352248,1.8e-05,0.066333339,1e-06,0.016065236,0.131504938,0.47244361,7.49e-05,0.135140687,0.090078548,0.022330096,1e-06,1e-06,0,0,0.043655362,"FALSE"
"242a",1.35856178819113,344,-5.603250146,21,1260.4,0.695471941,0.235309598,667.4982605,1935.850418,0,1.497850587,-0.047023873,33226.12891,0.881735682,0.19954184,270030.2736,9197.80876,0,8.52,10,8.7,47,0.100196802,0.125940979,0,0.193556349,0.193556349,0.673293856,1.001806958,0.022352248,1.8e-05,0.066333339,1e-06,0.016065236,0.131504938,0.47244361,7.49e-05,0.135140687,0.090078548,0.022330096,1e-06,1e-06,0,0,0.043655362,"FALSE"
"243a",0.335668044158335,2090,15.1647501,37,1329.740741,0.249596486,0.139352283,908.2928918,5556.457526,1,64.82976723,5.507083893,1778.024292,0.47299999,0.10173148,643001.7148,165.6266865,189.5,6.75,91,6.37,144.3571429,0.244382701,0.253509939,0.123192243,0.143779824,0.134623213,0.833630738,0.154500781,0.00028976,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.257769138,0.228454813,0.129874438,1e-06,1e-06,0,0.010481104,0.373121738,"FALSE"
"244a",1.1962193627451,1096.84375,22.00857824,76.03125,1596.584728,0.098247815,0.057413949,1318.248637,61.05770774,1,1.730095912,1.09551766,23328.86914,0.628876746,0,0,1.257911991,47,4.689090909,152,5.947272727,186.4755631,0.015865847,0.017373683,0.009821633,0.09147867,0.09147867,0.000921865,0.000291344,0.038230393,0.788725376,1e-06,1e-06,1e-06,0.006636873,1e-06,1e-06,0.10046716,1e-06,1e-06,0.04972722,1e-06,0,0.012164336,0.004040616,"FALSE"
"245a",0.3,6,26.82923126,341,1590.75,0.398320766,0.315462124,1186.29549,853.2073005,0,88.82937622,14.32232412,3918.682129,0.529268026,0.133835902,3726336.576,525.4946409,264,6.92,82,6.75,85.25,0.080920174,0.097235866,0.156135097,0.176788412,0.008757784,0.576732819,0.320766957,0.022454109,0.616373539,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.079249047,0.218993574,0.034323014,1e-06,1e-06,0,0,0.028598743,"FALSE"
"245b",0.3,29,26.89800072,345,1597.8,0.398320766,0.315462124,1186.29549,853.2073005,0,88.82936859,14.32231903,3918.682129,0.529268026,0.133835902,3726336.576,525.4946409,264,6.92,82,6.75,85,0.080920174,0.097235866,0.042400133,0.176788412,0.008757784,0.576732819,0.320766957,0.019483677,0.563016057,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.054314469,0.282338902,0.051500838,0.002009346,1e-06,0,0,0.027329708,"FALSE"
"246a",1.55026069081933,1148,5.48300004,162.5,2022.6,0.114165801,0.024139988,379.7632329,1874.629206,0.5,42.5028553,4.534620285,40943.78906,0.889160812,0.09718302,1714413.55,4738.145786,0,8.44,17,8.8,58.16666667,0.11697755,0.124645896,0.084072955,0.17256439,0.123647705,0.315833006,1.194943126,0.000182762,0.000124983,0.141900793,2.22e-05,0.110877685,0.298204601,0.289529651,1e-06,0.053106718,0.036867935,0.000528812,1e-06,0.001047215,0,0,0.067604631,"FALSE"
"247a",0.3,22,25.98725033,238.5,1502,0.324034993,0.196395336,1098.439668,162.9591943,0,72.99600983,18.47653961,20180.16602,0.547039092,0.003390809,13149.79722,16.00480515,264,6.96,79,6.79,116,0.086543087,0.097235866,0.123659708,0.196599489,0.009880905,0.680291438,0.405865346,0.024089305,0.638048172,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.104069546,0.199697703,0.009172722,1.32e-05,1e-06,0,0,0.024902347,"FALSE"
"248a",1.35856178819113,517,-2.34512496,157.5,960,0.221435901,0.067510648,588.1895064,338.7921217,1,74.9509716,-2.424892426,24178.80078,0.807589024,0.27622766,2696923.004,9483.739479,0,8.45,14,9.08,30,0.092637198,0.097579449,0.030075449,0.295295409,0.200976085,0.788517371,0.564290793,0.078496382,0.002178614,0.135046721,0.033739928,0.48645395,0.09471228,0.077915311,1e-06,0.017513163,0.016560147,1e-06,0.041495122,0.002241472,0,0,0.013644896,"FALSE"
"248b",1.35856178819113,289,-0.157575756,186,1018,0.143687669,0.026218012,589.9402999,313.3317465,1,55.36488533,-1.298147202,25869.53125,0.810818315,0.211549445,1611196.145,7247.16618,0,8.45,14,9.08,29.75,0.092637198,0.097579449,0.21602118,0.295295409,0.200976085,0.788517371,0.564290793,0.100829598,0.003056912,0.122032929,0.021164585,0.472636983,0.098678138,0.087837808,1e-06,0.019511771,0.021030306,1e-06,0.041662904,0.002640032,0,0,0.00891603,"FALSE"
"249a",1.55026069081933,270,33.16275024,44,3435.75,0.009176056,0.001492733,460.9680505,15.69264259,0,0.004959384,3.58e-06,34521.01563,0.883852363,0,0,4.130000114,0,8.662727273,5.727272727,9.193636364,21.5,0,0,0,0.013743456,0.013743456,0,0,0.000246845,0.000196101,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.683646142,1e-06,1e-06,1e-06,1e-06,0,0,0.315900892,"TRUE"
"249b",1.55026069081933,270,33.16275024,44,3435.75,0.009176056,0.001492733,460.9680505,15.69264259,0,0.004959384,3.58e-06,34521.01563,0.883852363,0,0,4.130000114,0,8.662727273,5.727272727,9.193636364,21.5,0,0,0,0.013743456,0.013743456,0,0,0.000246845,0.000196101,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.683646142,1e-06,1e-06,1e-06,1e-06,0,0,0.315900892,"FALSE"
"24a",0.335668044158335,923,22.63549995,309,1432,0.24479535,0.193472856,1248.980298,536.0351809,0,23.64071846,1.717632294,1660.726318,0.433421552,0.593699004,374193.28,587.1607982,402,6.665454545,98,7.02,48,0.020696448,0.020696448,0.036357794,0.126048334,0.035894653,0.729682269,0.144053752,1e-06,0.307911545,1e-06,1e-06,1e-06,1e-06,1e-06,0.015768079,1e-06,0.114115812,0.514095843,1e-06,1e-06,0,0,0.048099682,"TRUE"
"250a",0.3,420,26.08325005,164,1709,0.064006722,0.038883902,948.8437838,456.1892323,0,2.526268005,0.034029722,4929.069824,0.535000026,0.02216556,3142.6556,108.807746,48,6.863636364,85.90909091,7.430909091,128,0.004392433,0.004392433,0.005089892,0.163444871,0.041176951,0.500656717,0.102662084,1e-06,0.529728472,1e-06,1e-06,1e-06,1e-06,0.012238857,0.002757066,1e-06,0.413443595,0.03527493,1e-06,1e-06,0,0,0.006549079,"TRUE"
"251a",1.35856178819113,1561,1.644250035,210,1203,0.152412035,0.000609825,487.106751,219.1291424,0,0.007795061,5.22e-05,40943.78906,0.889160812,0.0195146,22664.2376,866.6540084,0,8.469090909,14.27272727,8.741818182,65,0.1726017,0.1726017,3.07e-08,0.153069601,0.112917843,0.234803846,0.107970362,1e-06,1e-06,0.120649591,0.12042632,0.589189589,0.116557069,1e-06,0.00030855,0.00253278,1e-06,0.002636699,3.92e-05,1e-06,0,0,0.047655225,"FALSE"
"252a",1.35856178819113,694,0.77700001,79,957.9705882,0.243339252,0.064624394,623.7191026,1982.918336,0,72.88868713,-0.989265442,22078.27344,0.805145264,0.437115889,2442231.085,14963.73384,0,8.47,18,9.16,25.45714286,0.097579449,0.097579449,0.100352339,0.353705115,0.177863406,0.808747124,0.459413025,1.67e-05,0.570892096,1e-06,0.000875962,0.252106369,0.087168276,0.021096403,1e-06,0.029103527,0.023244228,1e-06,0.0144653,1e-06,0,0,0.001027189,"FALSE"
"253a",1.35856178819113,1344,-4.599999905,59,962.75,0.266493448,0.077031951,566.0065445,248.9804608,1,26.75310898,-0.536037445,25833.53906,0.817364275,0.609016639,5311543.585,20670.0641,0,8.46,13,9.12,39,0.086947121,0.086947121,0,0.345401854,0.230770353,0.808720348,0.503849181,0.052089408,0.013499105,0.12618582,0.023816451,0.544714749,0.085166402,0.049408846,1e-06,0.016868306,0.014223029,1e-06,0.039135333,0.014703696,0.01221952,0,0.007967334,"FALSE"
"254a",1.5411415102851,239,22.32374954,47,1807.666667,0.249517652,0.104064341,1013.286057,92.24521266,1,2.949756861,0.380022526,20484.00391,0.655900836,0.01798964,14959.3728,245.0620507,75,6.83,89,6.84,96,0.054133274,0.054133274,0.047584329,0.174361555,0.166958931,0.110842454,0.045995374,0.042518925,0.454453558,1e-06,1e-06,1e-06,5.96e-06,1e-06,1e-06,0.158163384,0.212073043,0.074847609,0.000106236,1e-06,0,0,0.057825264,"TRUE"
"255a",0.3,16.0952381,26.08044034,345.0952381,1486.765647,0.105792861,0.038985875,962.1586516,501.8670343,1,2.370416754,0.381143589,12877.99414,0.544334471,0,0,1.086682642,77,7.012727273,76.63636364,7.511818182,154.8969626,0.079568595,0.079568595,0.079126477,0.089967684,0.061919611,0.423019222,0.103778906,0.030013863,0.759079993,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.072874613,0.030275021,0.001997445,0.054839563,1e-06,0,0.019399675,0.031512849,"FALSE"
"255b",0.3,6,26.23250008,216.5,1455.666667,0.179160937,0.102130602,939.964928,596.5204504,0,7.91617322,0.472714663,12877.99414,0.544334471,0.03178818,144740.8044,350.2694189,77,7.012727273,76.63636364,7.511818182,156,0.07097599,0.079568595,0.090751871,0.139103619,0.027620079,0.735406504,0.174911115,0.037491284,0.412255108,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.231864944,0.010302869,1e-06,0.025699623,1e-06,0,0.237390652,0.044987533,"FALSE"
"255c",0.3,187,25.91100025,278,1500.666667,0.136653891,0.058879956,854.4988712,4138.842294,0,130.127861,44.38832533,12877.99414,0.544334471,0,0,1.090000033,77,7.012727273,76.63636364,7.511818182,125,0.079568595,0.079568595,0.099697895,0.2003456,0.068094783,0.799334596,0.198746956,0.032849208,0.730808139,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.115387626,0.014902969,0.012403025,0.024763778,1e-06,0,0.029984279,0.038893979,"FALSE"
"256a",0.383032246708284,1738.724138,2.099709049,21.51724138,2188.507488,0.174317556,0.008013832,120.8456882,302.3513734,0.071428571,89.85291392,7.389712449,9666.141234,0.572000027,0.494644012,4594022.285,5511.24418,109,5.22,137,4.73,36.15154432,0.012122505,0,0,0.11679423,0.191446138,0.241376327,0.768080715,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.022694453,1e-06,1e-06,1e-06,1e-06,0,0,0.977293551,"FALSE"
"257a",0.383032246708284,379,25.7614994,5,1862.5,0.322987874,0.260560598,779.2977513,1639.33859,0,10.71896935,1.717240334,3220.494629,0.388999999,0.0718138,16325.212,128.3590801,350.75,6.219090909,117.0909091,6.607272727,104,0.126918703,0.126918703,0.076416679,0.100753449,0.008331146,0.674477466,0.105713995,0.392730594,0.073353462,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.030264422,0.030265812,0.407136798,1e-06,1e-06,0,0,0.066240899,"FALSE"
"257b",0.383032246708284,353,26.68400002,5,2054.25,0.312117217,0.261175105,802.2113102,1815.486978,0,138.3604736,23.1805191,3220.494629,0.388999999,0.18050624,132996.2012,313.6920439,360,6.219090909,117.0909091,6.607272727,104,0.126918703,0.126918703,0.058485076,0.077154242,0.010270335,0.676831264,0.112060327,0.392730594,0.073353462,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.030264422,0.030265812,0.407136798,1e-06,1e-06,0,0,0.066240899,"FALSE"
"258a",1.55026069081933,484.5,6.917749882,169,1873.8,0.128870766,0.020386008,542.0991654,341.5267634,0,28.02894974,2.136981964,40943.78906,0.889160812,0.548101148,9270357.451,26022.23522,0,8.469090909,14.27272727,8.741818182,60.4,0.156433877,0.161269858,0.175523669,0.216835494,0.12423394,0.455268583,0.475524457,6.78e-05,5.23e-05,0.124232024,1e-06,0.266766757,0.251933515,0.080827281,0.043510061,0.037422776,0.041104864,0.035693973,1e-06,0.059926756,0,0.019251432,0.039208453,"FALSE"
"258b",1.55026069081933,865.2590361,7.965561748,29.28313253,2752.739519,0.065987693,0.047976093,177.5914003,257.2544961,0.411764706,80.66931804,8.126321302,40943.78906,0.889160812,0.309040251,6258858.635,14809.6393,0,8.469090909,14.27272727,8.741818182,49.69981575,0.00575406,0,0,0.248323184,0.219031684,0.525427481,0.214023306,1e-06,1e-06,8.67e-05,1e-06,1e-06,0.35092926,1e-06,1e-06,0.431712106,0.000394434,1e-06,1e-06,1e-06,0.034799471,0,0.182068989,"FALSE"
"258c",1.55026069081933,1361.75,4.066250028,123,1979.195288,0.130881272,-0.017301262,320.5332007,4718.09248,0,2.341502931,0.225127745,40943.78906,0.889160812,0.15497673,4580150.678,7252.275377,0,8.469090909,14.27272727,8.741818182,57.58064516,0.146715366,0.1726017,0.154445782,0.148629963,0.136824023,0.354265293,0.680908463,1e-06,1e-06,0.191825092,1e-06,0.056464441,0.364787966,0.084909908,1e-06,0.077022098,0.056572456,1e-06,1e-06,0.091556668,0,0,0.076855369,"FALSE"
"258d",1.20329758382643,2532.75,-2.29837501,131.5,1539.679605,0.125636431,0.02587821,371.8298657,376.9723609,0.5,1.385103533,0.04523357,40943.78906,0.889160812,0.07625289,52230.72199,3677.132314,0,8.469090909,14.27272727,8.741818182,65.54442877,0.172255873,0.1726017,0.189870879,0.23118825,0.126631157,0.157302823,0.078924768,9.65e-05,6.22e-05,0.146900348,7.11e-06,0.192488335,0.279173836,0.11794632,0.016915603,0.056907799,0.01899716,0.017518277,1e-06,0.089699646,0.015784318,0.005217989,0.042283501,"FALSE"
"259a",1.43209360328639,611.3076923,6.227672458,103.3461538,1464.227437,0.28472644,0.074456077,428.7754372,65.83265688,0,49.17562381,-0.828919339,18964.26172,0.742367744,0.435122668,732515.8582,13231.97447,0,7.567272727,50.81818182,8.177272727,40.19814612,0.160751768,0.164228782,0.030980468,0.220743987,0.220731402,0.652875289,0.918378637,0.008181079,0.001873153,0.128675834,0.18045819,0.036811897,0.252286692,0.066865098,0.110360185,0.067303656,0.031510867,0.046411774,0.000350298,1e-06,0,0,0.06891028,"FALSE"
"25a",0.383032246708284,260,27.6298748,134.1,2178.214566,0.220531533,0.192636648,707.3426086,2923.394962,0,17.27963946,3.394616485,1660.726318,0.433421552,0.0011058,276.542,1.343600014,343,6.79,90,6.93,17.7148811,0.025053563,0.025265623,0.002682821,0.046883312,0.046079832,0.543124589,0.183292805,0.23279123,1.73e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.184666023,5.56e-05,0.485164165,9.67e-06,1e-06,0,0,0.097304553,"TRUE"
"260b",1.61687987467818,463.1052632,6.727444385,207.7368421,1105.879794,0.117727052,0.016949067,741.5964693,3401.785558,0,70.82110845,0.301257993,18897.68959,0.749211848,0.244012903,2641164.954,7224.814351,0,8.245454545,25.18181818,8.804545455,48.24233684,0.12494833,0.12494833,0.109373547,0.353647843,0.180529372,0.782738882,0.265527769,1e-06,5.7e-06,0.078802899,0.229719266,0.421528846,0.076922417,0.055265285,0.076666258,0.004049532,0.00374366,0.003373468,0.000118917,1e-06,0,0,0.049801752,"FALSE"
"260d",1.43209360328639,611.3076923,6.227672458,103.3461538,1464.227437,0.28472644,0.074456077,428.7754372,65.83265688,0,49.17562381,-0.828919339,18964.26172,0.742367744,0.435122668,732515.8582,13231.97447,0,7.567272727,50.81818182,8.177272727,40.19814612,0.068827776,0.070316501,0.030980468,0.11989209,0.119879504,0.668928207,0.57920447,0.008181079,0.001873153,0.128675834,0.18045819,0.036811897,0.252286692,0.066865098,0.110360185,0.067303656,0.031510867,0.046411774,0.000350298,1e-06,0,0,0.06891028,"FALSE"
"261a",1.43209360328639,170,6.822585583,63,1508.853816,0.654733063,0.115268805,555.0738123,146.9994972,0.333333333,1511.067138,47.09972603,26342.29688,0.800290465,0.889918657,60125969.28,28505.21634,0,8.131818182,31.90909091,8.751818182,53.29812207,0.117100362,0.333644032,0.583332002,0.072448896,0.072448896,0.252227205,0.317539569,0.010397263,0.004259503,0.104969312,0.011708557,0.19553388,0.167870708,0.120125569,0.047295504,0.020463068,0.02320127,0.012345883,3.17e-05,0.232755823,0,0,0.049041983,"FALSE"
"261b",1.43209360328639,170,6.822585583,63,1508.853816,0.654733063,0.115268805,555.0738123,146.9994972,0.333333333,1511.067138,47.09972603,26342.29688,0.800290465,0.889918657,60125969.28,28505.21634,0,8.131818182,31.90909091,8.751818182,53.29812207,0.117100362,0.333644032,0.583332002,0.072448896,0.072448896,0.252227205,0.317539569,0.010397263,0.004259503,0.104969312,0.011708557,0.19553388,0.167870708,0.120125569,0.047295504,0.020463068,0.02320127,0.012345883,3.17e-05,0.232755823,0,0,0.049041983,"FALSE"
"261c",1.43209360328639,170,6.822585583,63,1508.853816,0.654733063,0.115268805,555.0738123,146.9994972,0.333333333,1511.067138,47.09972603,26342.29688,0.800290465,0.889918657,60125969.28,28505.21634,0,8.131818182,31.90909091,8.751818182,53.29812207,0.117100362,0.333644032,0.583332002,0.072448896,0.072448896,0.252227205,0.317539569,0.010397263,0.004259503,0.104969312,0.011708557,0.19553388,0.167870708,0.120125569,0.047295504,0.020463068,0.02320127,0.012345883,3.17e-05,0.232755823,0,0,0.049041983,"FALSE"
